37.98	-84.8	0	45.9 
37.98	-84.5	0	45.9 
37.98	-84.2	0	45.8 
37.98	-83.9	0	45.8 
37.98	-83.6	0	45.7 
37.98	-83.3	0	45.6 
37.98	-83	0	45.6 
37.98	-82.7	0	45.4 
37.98	-82.4	0	45.7 
37.98	-82.1	0	45.8 
37.98	-81.8	0	45.6 
37.98	-81.5	0	45.8 
37.98	-81.2	0	45.8 
37.98	-80.9	0	45.5 
37.98	-80.6	0	45.6 
37.98	-80.3	0	45.6 
37.98	-80	0	45.6 
37.98	-79.7	0	45.3 
37.98	-79.4	0	45.5 
37.98	-79.1	0	45.2 
37.98	-78.8	0	45.4 
37.98	-78.5	0	45.5 
37.98	-78.2	0	46.2 
37.98	-77.9	0	46.9 
37.98	-77.6	0	46.4 
37.98	-77.3	0	45.9 
37.98	-77	0	45.7 
40.28	-84.8	0	45.9 
40.28	-84.5	0	45.4 
40.28	-84.2	0	45.4 
40.28	-83.9	0	45.6 
40.28	-83.6	0	45.6 
40.28	-83.3	0	45.5 
40.28	-83	0	45.5 
40.28	-82.7	0	45.7 
40.28	-82.4	0	45.7 
40.28	-82.1	0	45.8 
40.28	-81.8	0	45.8 
40.28	-81.5	0	45.9 
40.28	-81.2	0	46.2 
40.28	-80.9	0	45.8 
40.28	-80.6	0	46.3 
40.28	-80.3	0	46.3 
40.28	-80	0	46.3 
40.28	-79.7	0	46.5 
40.28	-79.4	0	46.6 
40.28	-79.1	0	47.0 
40.28	-78.8	0	47.4 
40.28	-78.5	0	48.3 
40.28	-78.2	0	49.1 
40.28	-77.9	0	48.9 
40.28	-77.6	0	48.8 
40.28	-77.3	0	47.1 
40.28	-77	0	45.9 
42.58	-84.8	0	45.1 
42.58	-84.5	0	45.1 
42.58	-84.2	0	45.0 
42.58	-83.9	0	45.3 
42.58	-83.6	0	45.3 
42.58	-83.3	0	45.3 
42.58	-83	0	45.5 
42.58	-82.7	0	45.6 
42.58	-82.4	0	45.5 
42.58	-82.1	0	45.8 
42.58	-81.8	0	46.0 
42.58	-81.5	0	46.1 
42.58	-81.2	0	46.5 
42.58	-80.9	0	46.8 
42.58	-80.6	0	47.0 
42.58	-80.3	0	47.2 
42.58	-80	0	47.6 
42.58	-79.7	0	47.7 
42.58	-79.4	0	47.8 
42.58	-79.1	0	48.4 
42.58	-78.8	0	49.0 
42.58	-78.5	0	49.7 
42.58	-78.2	0	50.5 
42.58	-77.9	0	50.5 
42.58	-77.6	0	49.5 
42.58	-77.3	0	47.4 
42.58	-77	0	46.3 
44.88	-84.8	0	44.9 
44.88	-84.5	0	44.9 
44.88	-84.2	0	45.0 
44.88	-83.9	0	44.9 
44.88	-83.6	0	44.7 
44.88	-83.3	0	45.1 
44.88	-83	0	45.3 
44.88	-82.7	0	45.5 
44.88	-82.4	0	45.7 
44.88	-82.1	0	46.0 
44.88	-81.8	0	46.3 
44.88	-81.5	0	46.7 
44.88	-81.2	0	47.2 
44.88	-80.9	0	47.6 
44.88	-80.6	0	48.0 
44.88	-80.3	0	48.3 
44.88	-80	0	48.5 
44.88	-79.7	0	48.6 
44.88	-79.4	0	49.1 
44.88	-79.1	0	49.3 
44.88	-78.8	0	49.5 
44.88	-78.5	0	49.7 
44.88	-78.2	0	49.7 
44.88	-77.9	0	49.8 
44.88	-77.6	0	48.1 
44.88	-77.3	0	47.1 
44.88	-77	0	45.5 
47.18	-84.8	0	44.6 
47.18	-84.5	0	44.8 
47.18	-84.2	0	44.9 
47.18	-83.9	0	44.6 
47.18	-83.6	0	44.9 
47.18	-83.3	0	45.0 
47.18	-83	0	45.3 
47.18	-82.7	0	45.5 
47.18	-82.4	0	45.7 
47.18	-82.1	0	46.4 
47.18	-81.8	0	47.0 
47.18	-81.5	0	47.7 
47.18	-81.2	0	48.1 
47.18	-80.9	0	49.1 
47.18	-80.6	0	48.8 
47.18	-80.3	0	48.9 
47.18	-80	0	49.3 
47.18	-79.7	0	48.4 
47.18	-79.4	0	48.0 
47.18	-79.1	0	48.4 
47.18	-78.8	0	48.9 
47.18	-78.5	0	48.6 
47.18	-78.2	0	48.4 
47.18	-77.9	0	47.9 
47.18	-77.6	0	47.3 
47.18	-77.3	0	46.3 
47.18	-77	0	45.6 
49.48	-84.8	0	45.1 
49.48	-84.5	0	45.0 
49.48	-84.2	0	45.0 
49.48	-83.9	0	44.9 
49.48	-83.6	0	45.1 
49.48	-83.3	0	45.0 
49.48	-83	0	45.8 
49.48	-82.7	0	46.0 
49.48	-82.4	0	46.5 
49.48	-82.1	0	47.4 
49.48	-81.8	0	48.3 
49.48	-81.5	0	49.2 
49.48	-81.2	0	49.6 
49.48	-80.9	0	49.8 
49.48	-80.6	0	49.5 
49.48	-80.3	0	49.1 
49.48	-80	0	49.0 
49.48	-79.7	0	48.7 
49.48	-79.4	0	47.8 
49.48	-79.1	0	47.5 
49.48	-78.8	0	47.3 
49.48	-78.5	0	47.0 
49.48	-78.2	0	47.2 
49.48	-77.9	0	46.7 
49.48	-77.6	0	46.0 
49.48	-77.3	0	45.5 
49.48	-77	0	45.0 
51.78	-84.8	0	45.3 
51.78	-84.5	0	45.2 
51.78	-84.2	0	45.1 
51.78	-83.9	0	45.3 
51.78	-83.6	0	45.3 
51.78	-83.3	0	45.5 
51.78	-83	0	45.9 
51.78	-82.7	0	46.7 
51.78	-82.4	0	46.8 
51.78	-82.1	0	48.2 
51.78	-81.8	0	49.6 
51.78	-81.5	0	50.8 
51.78	-81.2	0	51.0 
51.78	-80.9	0	50.4 
51.78	-80.6	0	49.6 
51.78	-80.3	0	49.4 
51.78	-80	0	49.3 
