  44.88000 -78.80000   5.00000   3.35036
  44.88000 -79.10000   5.00000   3.33239
  44.88000 -79.40000   5.00000   3.33502
  44.88000 -79.70000   5.00000   3.34886
  44.88000 -80.00000   5.00000   3.36205
  44.88000 -80.30000   5.00000   3.37205
  44.88000 -80.60000   5.00000   3.37904
  44.88000 -80.90000   5.00000   3.38211
  44.88000 -81.20000   5.00000   3.38347
  44.88000 -81.50000   5.00000   3.38427
  44.88000 -81.80000   5.00000   3.38471
  44.88000 -82.10000   5.00000   3.38493
  44.88000 -82.40000   5.00000   3.38502
  44.88000 -82.70000   5.00000   3.38504
  44.88000 -83.00000   5.00000   3.38504
  44.88000 -83.30000   5.00000   3.38503
  44.88000 -83.60000   5.00000   3.38502
  44.88000 -83.90000   5.00000   3.38501
  44.88000 -84.20000   5.00000   3.38500
  44.88000 -84.50000   5.00000   3.38500
  44.88000 -84.80000   5.00000   3.38500
  47.18000 -77.00000   5.00000   3.38500
  47.18000 -77.30000   5.00000   3.38260
  47.18000 -77.60000   5.00000   3.37696
  47.18000 -77.90000   5.00000   3.35548
  47.18000 -78.20000   5.00000   3.33557
  47.18000 -78.50000   5.00000   3.36079
  47.18000 -78.80000   5.00000   3.38727
  47.18000 -79.10000   5.00000   3.38829
  47.18000 -79.40000   5.00000   3.35891
  47.18000 -79.70000   5.00000   3.33697
  47.18000 -80.00000   5.00000   3.34831
  47.18000 -80.30000   5.00000   3.35122
  47.18000 -80.60000   5.00000   3.35947
  47.18000 -80.90000   5.00000   3.37092
  47.18000 -81.20000   5.00000   3.37867
  47.18000 -81.50000   5.00000   3.38213
  47.18000 -81.80000   5.00000   3.38364
  47.18000 -82.10000   5.00000   3.38441
  47.18000 -82.40000   5.00000   3.38480
  47.18000 -82.70000   5.00000   3.38497
  47.18000 -83.00000   5.00000   3.38504
  47.18000 -83.30000   5.00000   3.38506
  47.18000 -83.60000   5.00000   3.38505
  47.18000 -83.90000   5.00000   3.38504
  47.18000 -84.20000   5.00000   3.38502
  47.18000 -84.50000   5.00000   3.38501
  47.18000 -84.80000   5.00000   3.38500
  49.48000 -77.00000   5.00000   3.38500
  49.48000 -77.30000   5.00000   3.38421
  49.48000 -77.60000   5.00000   3.38214
  49.48000 -77.90000   5.00000   3.37415
  49.48000 -78.20000   5.00000   3.34844
  49.48000 -78.50000   5.00000   3.34219
  49.48000 -78.80000   5.00000   3.36989
  49.48000 -79.10000   5.00000   3.40412
  49.48000 -79.40000   5.00000   3.39912
  49.48000 -79.70000   5.00000   3.35849
  49.48000 -80.00000   5.00000   3.35288
  49.48000 -80.30000   5.00000   3.36030
  49.48000 -80.60000   5.00000   3.35129
  49.48000 -80.90000   5.00000   3.35018
  49.48000 -81.20000   5.00000   3.35947
  49.48000 -81.50000   5.00000   3.37241
  49.48000 -81.80000   5.00000   3.37996
  49.48000 -82.10000   5.00000   3.38286
  49.48000 -82.40000   5.00000   3.38408
  49.48000 -82.70000   5.00000   3.38468
  49.48000 -83.00000   5.00000   3.38496
  49.48000 -83.30000   5.00000   3.38507
  49.48000 -83.60000   5.00000   3.38509
  49.48000 -83.90000   5.00000   3.38508
  49.48000 -84.20000   5.00000   3.38505
  49.48000 -84.50000   5.00000   3.38503
  49.48000 -84.80000   5.00000   3.38500
  51.78000 -77.00000   5.00000   3.38500
  51.78000 -77.30000   5.00000   3.38489
  51.78000 -77.60000   5.00000   3.38405
  51.78000 -77.90000   5.00000   3.38106
  51.78000 -78.20000   5.00000   3.36658
  51.78000 -78.50000   5.00000   3.34371
  51.78000 -78.80000   5.00000   3.35406
  51.78000 -79.10000   5.00000   3.38981
  51.78000 -79.40000   5.00000   3.39932
  51.78000 -79.70000   5.00000   3.38944
  51.78000 -80.00000   5.00000   3.36316
  51.78000 -80.30000   5.00000   3.36840
  51.78000 -80.60000   5.00000   3.36815
  51.78000 -80.90000   5.00000   3.35184
  51.78000 -81.20000   5.00000   3.34561
  51.78000 -81.50000   5.00000   3.35391
  51.78000 -81.80000   5.00000   3.36654
  51.78000 -82.10000   5.00000   3.37681
  51.78000 -82.40000   5.00000   3.38192
  51.78000 -82.70000   5.00000   3.38378
  51.78000 -83.00000   5.00000   3.38462
  51.78000 -83.30000   5.00000   3.38499
  51.78000 -83.60000   5.00000   3.38512
  51.78000 -83.90000   5.00000   3.38513
  51.78000 -84.20000   5.00000   3.38510
  51.78000 -84.50000   5.00000   3.38505
  51.78000 -84.80000   5.00000   3.38500
  54.08000 -77.00000   5.00000   3.38500
  54.08000 -77.30000   5.00000   3.38515
  54.08000 -77.60000   5.00000   3.38488
  54.08000 -77.90000   5.00000   3.38344
  54.08000 -78.20000   5.00000   3.37738
  54.08000 -78.50000   5.00000   3.35503
  54.08000 -78.80000   5.00000   3.35069
  54.08000 -79.10000   5.00000   3.37797
  54.08000 -79.40000   5.00000   3.38039
  54.08000 -79.70000   5.00000   3.38754
  54.08000 -80.00000   5.00000   3.38762
  54.08000 -80.30000   5.00000   3.35997
  54.08000 -80.60000   5.00000   3.37985
  54.08000 -80.90000   5.00000   3.36994
  54.08000 -81.20000   5.00000   3.35262
  54.08000 -81.50000   5.00000   3.34821
  54.08000 -81.80000   5.00000   3.35689
  54.08000 -82.10000   5.00000   3.36321
  54.08000 -82.40000   5.00000   3.37354
  54.08000 -82.70000   5.00000   3.38084
  54.08000 -83.00000   5.00000   3.38363
  54.08000 -83.30000   5.00000   3.38467
  54.08000 -83.60000   5.00000   3.38507
  54.08000 -83.90000   5.00000   3.38517
  54.08000 -84.20000   5.00000   3.38515
  54.08000 -84.50000   5.00000   3.38508
  54.08000 -84.80000   5.00000   3.38500
  56.38000 -77.00000   5.00000   3.38500
  56.38000 -77.30000   5.00000   3.38524
  56.38000 -77.60000   5.00000   3.38524
  56.38000 -77.90000   5.00000   3.38454
  56.38000 -78.20000   5.00000   3.38190
  56.38000 -78.50000   5.00000   3.36719
  56.38000 -78.80000   5.00000   3.35562
  56.38000 -79.10000   5.00000   3.36913
  56.38000 -79.40000   5.00000   3.35970
  56.38000 -79.70000   5.00000   3.36954
  56.38000 -80.00000   5.00000   3.38773
  56.38000 -80.30000   5.00000   3.37618
  56.38000 -80.60000   5.00000   3.37034
  56.38000 -80.90000   5.00000   3.39079
  56.38000 -81.20000   5.00000   3.37070
  56.38000 -81.50000   5.00000   3.34572
  56.38000 -81.80000   5.00000   3.36187
  56.38000 -82.10000   5.00000   3.35614
  56.38000 -82.40000   5.00000   3.36266
  56.38000 -82.70000   5.00000   3.37135
  56.38000 -83.00000   5.00000   3.38026
  56.38000 -83.30000   5.00000   3.38382
  56.38000 -83.60000   5.00000   3.38483
  56.38000 -83.90000   5.00000   3.38514
  56.38000 -84.20000   5.00000   3.38518
  56.38000 -84.50000   5.00000   3.38511
  56.38000 -84.80000   5.00000   3.38500
  58.68000 -77.00000   5.00000   3.38500
  58.68000 -77.30000   5.00000   3.38525
  58.68000 -77.60000   5.00000   3.38537
  58.68000 -77.90000   5.00000   3.38507
  58.68000 -78.20000   5.00000   3.38365
  58.68000 -78.50000   5.00000   3.37610
  58.68000 -78.80000   5.00000   3.36216
  58.68000 -79.10000   5.00000   3.35424
  58.68000 -79.40000   5.00000   3.33095
  58.68000 -79.70000   5.00000   3.35523
  58.68000 -80.00000   5.00000   3.37177
  58.68000 -80.30000   5.00000   3.38276
  58.68000 -80.60000   5.00000   3.35273
  58.68000 -80.90000   5.00000   3.38975
  58.68000 -81.20000   5.00000   3.38036
  58.68000 -81.50000   5.00000   3.34534
  58.68000 -81.80000   5.00000   3.36192
  58.68000 -82.10000   5.00000   3.35539
  58.68000 -82.40000   5.00000   3.35124
  58.68000 -82.70000   5.00000   3.36181
  58.68000 -83.00000   5.00000   3.37088
  58.68000 -83.30000   5.00000   3.38091
  58.68000 -83.60000   5.00000   3.38421
  58.68000 -83.90000   5.00000   3.38497
  58.68000 -84.20000   5.00000   3.38516
  58.68000 -84.50000   5.00000   3.38512
  58.68000 -84.80000   5.00000   3.38500
  60.98000 -77.00000   5.00000   3.38500
  60.98000 -77.30000   5.00000   3.38523
  60.98000 -77.60000   5.00000   3.38540
  60.98000 -77.90000   5.00000   3.38531
  60.98000 -78.20000   5.00000   3.38449
  60.98000 -78.50000   5.00000   3.38076
  60.98000 -78.80000   5.00000   3.36784
  60.98000 -79.10000   5.00000   3.35663
  60.98000 -79.40000   5.00000   3.32428
  60.98000 -79.70000   5.00000   3.32944
  60.98000 -80.00000   5.00000   3.34032
  60.98000 -80.30000   5.00000   3.34330
  60.98000 -80.60000   5.00000   3.34263
  60.98000 -80.90000   5.00000   3.35986
  60.98000 -81.20000   5.00000   3.37446
  60.98000 -81.50000   5.00000   3.33448
  60.98000 -81.80000   5.00000   3.34608
  60.98000 -82.10000   5.00000   3.36296
  60.98000 -82.40000   5.00000   3.33648
  60.98000 -82.70000   5.00000   3.35115
  60.98000 -83.00000   5.00000   3.37353
  60.98000 -83.30000   5.00000   3.37536
  60.98000 -83.60000   5.00000   3.38166
  60.98000 -83.90000   5.00000   3.38444
  60.98000 -84.20000   5.00000   3.38499
  60.98000 -84.50000   5.00000   3.38508
  60.98000 -84.80000   5.00000   3.38500
  63.28000 -77.00000   5.00000   3.38500
  63.28000 -77.30000   5.00000   3.38520
  63.28000 -77.60000   5.00000   3.38537
  63.28000 -77.90000   5.00000   3.38539
  63.28000 -78.20000   5.00000   3.38490
  63.28000 -78.50000   5.00000   3.38265
  63.28000 -78.80000   5.00000   3.37103
  63.28000 -79.10000   5.00000   3.36913
  63.28000 -79.40000   5.00000   3.34986
  63.28000 -79.70000   5.00000   3.30937
  63.28000 -80.00000   5.00000   3.31950
  63.28000 -80.30000   5.00000   3.32978
  63.28000 -80.60000   5.00000   3.35210
  63.28000 -80.90000   5.00000   3.35231
  63.28000 -81.20000   5.00000   3.38636
  63.28000 -81.50000   5.00000   3.36598
  63.28000 -81.80000   5.00000   3.35080
  63.28000 -82.10000   5.00000   3.39289
  63.28000 -82.40000   5.00000   3.36838
  63.28000 -82.70000   5.00000   3.36301
  63.28000 -83.00000   5.00000   3.38420
  63.28000 -83.30000   5.00000   3.38026
  63.28000 -83.60000   5.00000   3.37478
  63.28000 -83.90000   5.00000   3.38247
  63.28000 -84.20000   5.00000   3.38450
  63.28000 -84.50000   5.00000   3.38493
  63.28000 -84.80000   5.00000   3.38500
  65.58000 -77.00000   5.00000   3.38500
  65.58000 -77.30000   5.00000   3.38517
  65.58000 -77.60000   5.00000   3.38533
  65.58000 -77.90000   5.00000   3.38538
  65.58000 -78.20000   5.00000   3.38507
  65.58000 -78.50000   5.00000   3.38358
  65.58000 -78.80000   5.00000   3.37383
  65.58000 -79.10000   5.00000   3.37077
  65.58000 -79.40000   5.00000   3.39742
  65.58000 -79.70000   5.00000   3.36444
  65.58000 -80.00000   5.00000   3.37029
  65.58000 -80.30000   5.00000   3.39117
  65.58000 -80.60000   5.00000   3.37825
  65.58000 -80.90000   5.00000   3.34737
  65.58000 -81.20000   5.00000   3.36401
  65.58000 -81.50000   5.00000   3.36059
  65.58000 -81.80000   5.00000   3.31687
  65.58000 -82.10000   5.00000   3.38582
  65.58000 -82.40000   5.00000   3.40698
  65.58000 -82.70000   5.00000   3.36972
  65.58000 -83.00000   5.00000   3.36135
  65.58000 -83.30000   5.00000   3.38714
  65.58000 -83.60000   5.00000   3.37379
  65.58000 -83.90000   5.00000   3.37593
  65.58000 -84.20000   5.00000   3.38314
  65.58000 -84.50000   5.00000   3.38456
  65.58000 -84.80000   5.00000   3.38500
  67.88000 -77.00000   5.00000   3.38500
  67.88000 -77.30000   5.00000   3.38515
  67.88000 -77.60000   5.00000   3.38529
  67.88000 -77.90000   5.00000   3.38534
  67.88000 -78.20000   5.00000   3.38510
  67.88000 -78.50000   5.00000   3.38394
  67.88000 -78.80000   5.00000   3.37577
  67.88000 -79.10000   5.00000   3.37031
  67.88000 -79.40000   5.00000   3.41144
  67.88000 -79.70000   5.00000   3.41182
  67.88000 -80.00000   5.00000   3.39280
  67.88000 -80.30000   5.00000   3.40902
  67.88000 -80.60000   5.00000   3.35708
  67.88000 -80.90000   5.00000   3.32699
  67.88000 -81.20000   5.00000   3.34133
  67.88000 -81.50000   5.00000   3.37348
  67.88000 -81.80000   5.00000   3.34432
  67.88000 -82.10000   5.00000   3.38155
  67.88000 -82.40000   5.00000   3.41030
  67.88000 -82.70000   5.00000   3.37243
  67.88000 -83.00000   5.00000   3.33765
  67.88000 -83.30000   5.00000   3.37477
  67.88000 -83.60000   5.00000   3.38319
  67.88000 -83.90000   5.00000   3.36917
  67.88000 -84.20000   5.00000   3.37878
  67.88000 -84.50000   5.00000   3.38377
  67.88000 -84.80000   5.00000   3.38500
  70.18000 -77.00000   5.00000   3.38500
  70.18000 -77.30000   5.00000   3.38513
  70.18000 -77.60000   5.00000   3.38524
  70.18000 -77.90000   5.00000   3.38527
  70.18000 -78.20000   5.00000   3.38503
  70.18000 -78.50000   5.00000   3.38391
  70.18000 -78.80000   5.00000   3.37596
  70.18000 -79.10000   5.00000   3.37292
  70.18000 -79.40000   5.00000   3.41243
  70.18000 -79.70000   5.00000   3.41242
  70.18000 -80.00000   5.00000   3.38088
  70.18000 -80.30000   5.00000   3.39597
  70.18000 -80.60000   5.00000   3.34737
  70.18000 -80.90000   5.00000   3.32650
  70.18000 -81.20000   5.00000   3.36870
  70.18000 -81.50000   5.00000   3.39945
  70.18000 -81.80000   5.00000   3.35784
  70.18000 -82.10000   5.00000   3.35300
  70.18000 -82.40000   5.00000   3.40791
  70.18000 -82.70000   5.00000   3.38951
  70.18000 -83.00000   5.00000   3.33347
  70.18000 -83.30000   5.00000   3.34979
  70.18000 -83.60000   5.00000   3.38120
  70.18000 -83.90000   5.00000   3.37140
  70.18000 -84.20000   5.00000   3.37093
  70.18000 -84.50000   5.00000   3.38170
  70.18000 -84.80000   5.00000   3.38500
  72.48000 -77.00000   5.00000   3.38500
  72.48000 -77.30000   5.00000   3.38511
  72.48000 -77.60000   5.00000   3.38520
  72.48000 -77.90000   5.00000   3.38518
  72.48000 -78.20000   5.00000   3.38484
  72.48000 -78.50000   5.00000   3.38349
  72.48000 -78.80000   5.00000   3.37499
  72.48000 -79.10000   5.00000   3.38125
  72.48000 -79.40000   5.00000   3.40916
  72.48000 -79.70000   5.00000   3.39852
  72.48000 -80.00000   5.00000   3.38037
  72.48000 -80.30000   5.00000   3.36702
  72.48000 -80.60000   5.00000   3.36188
  72.48000 -80.90000   5.00000   3.33859
  72.48000 -81.20000   5.00000   3.36231
  72.48000 -81.50000   5.00000   3.38669
  72.48000 -81.80000   5.00000   3.35645
  72.48000 -82.10000   5.00000   3.32326
  72.48000 -82.40000   5.00000   3.39916
  72.48000 -82.70000   5.00000   3.39880
  72.48000 -83.00000   5.00000   3.35006
  72.48000 -83.30000   5.00000   3.34747
  72.48000 -83.60000   5.00000   3.36637
  72.48000 -83.90000   5.00000   3.37298
  72.48000 -84.20000   5.00000   3.36385
  72.48000 -84.50000   5.00000   3.37631
  72.48000 -84.80000   5.00000   3.38493
  74.78000 -77.00000   5.00000   3.38500
  74.78000 -77.30000   5.00000   3.38509
  74.78000 -77.60000   5.00000   3.38514
  74.78000 -77.90000   5.00000   3.38506
  74.78000 -78.20000   5.00000   3.38452
  74.78000 -78.50000   5.00000   3.38242
  74.78000 -78.80000   5.00000   3.37445
  74.78000 -79.10000   5.00000   3.38660
  74.78000 -79.40000   5.00000   3.38638
  74.78000 -79.70000   5.00000   3.38040
  74.78000 -80.00000   5.00000   3.37638
  74.78000 -80.30000   5.00000   3.35885
  74.78000 -80.60000   5.00000   3.36218
  74.78000 -80.90000   5.00000   3.34268
  74.78000 -81.20000   5.00000   3.34113
  74.78000 -81.50000   5.00000   3.37090
  74.78000 -81.80000   5.00000   3.38923
  74.78000 -82.10000   5.00000   3.35128
  74.78000 -82.40000   5.00000   3.38700
  74.78000 -82.70000   5.00000   3.40260
  74.78000 -83.00000   5.00000   3.38588
  74.78000 -83.30000   5.00000   3.37522
  74.78000 -83.60000   5.00000   3.37229
  74.78000 -83.90000   5.00000   3.38393
  74.78000 -84.20000   5.00000   3.36394
  74.78000 -84.50000   5.00000   3.36688
  74.78000 -84.80000   5.00000   3.38420
  77.08000 -77.00000   5.00000   3.38500
  77.08000 -77.30000   5.00000   3.38506
  77.08000 -77.60000   5.00000   3.38509
  77.08000 -77.90000   5.00000   3.38494
  77.08000 -78.20000   5.00000   3.38414
  77.08000 -78.50000   5.00000   3.38066
  77.08000 -78.80000   5.00000   3.36421
  77.08000 -79.10000   5.00000   3.35581
  77.08000 -79.40000   5.00000   3.37707
  77.08000 -79.70000   5.00000   3.42293
  77.08000 -80.00000   5.00000   3.42882
  77.08000 -80.30000   5.00000   3.42465
  77.08000 -80.60000   5.00000   3.42568
  77.08000 -80.90000   5.00000   3.43209
  77.08000 -81.20000   5.00000   3.42519
  77.08000 -81.50000   5.00000   3.42756
  77.08000 -81.80000   5.00000   3.45689
  77.08000 -82.10000   5.00000   3.44184
  77.08000 -82.40000   5.00000   3.43883
  77.08000 -82.70000   5.00000   3.42098
  77.08000 -83.00000   5.00000   3.42664
  77.08000 -83.30000   5.00000   3.42033
  77.08000 -83.60000   5.00000   3.40187
  77.08000 -83.90000   5.00000   3.40110
  77.08000 -84.20000   5.00000   3.37160
  77.08000 -84.50000   5.00000   3.35729
  77.08000 -84.80000   5.00000   3.38266
  79.38000 -77.00000   5.00000   3.38500
  79.38000 -77.30000   5.00000   3.38505
  79.38000 -77.60000   5.00000   3.38506
  79.38000 -77.90000   5.00000   3.38492
  79.38000 -78.20000   5.00000   3.38421
  79.38000 -78.50000   5.00000   3.38127
  79.38000 -78.80000   5.00000   3.36511
  79.38000 -79.10000   5.00000   3.34033
  79.38000 -79.40000   5.00000   3.35598
  79.38000 -79.70000   5.00000   3.40012
  79.38000 -80.00000   5.00000   3.38312
  79.38000 -80.30000   5.00000   3.37551
  79.38000 -80.60000   5.00000   3.38173
  79.38000 -80.90000   5.00000   3.39883
  79.38000 -81.20000   5.00000   3.36483
  79.38000 -81.50000   5.00000   3.37712
  79.38000 -81.80000   5.00000   3.41717
  79.38000 -82.10000   5.00000   3.41582
  79.38000 -82.40000   5.00000   3.41014
  79.38000 -82.70000   5.00000   3.38461
  79.38000 -83.00000   5.00000   3.37788
  79.38000 -83.30000   5.00000   3.38204
  79.38000 -83.60000   5.00000   3.36499
  79.38000 -83.90000   5.00000   3.36410
  79.38000 -84.20000   5.00000   3.35502
  79.38000 -84.50000   5.00000   3.35762
  79.38000 -84.80000   5.00000   3.38325
  81.68000 -77.00000   5.00000   3.38500
  81.68000 -77.30000   5.00000   3.38503
  81.68000 -77.60000   5.00000   3.38505
  81.68000 -77.90000   5.00000   3.38500
  81.68000 -78.20000   5.00000   3.38465
  81.68000 -78.50000   5.00000   3.38341
  81.68000 -78.80000   5.00000   3.37874
  81.68000 -79.10000   5.00000   3.36793
  81.68000 -79.40000   5.00000   3.36237
  81.68000 -79.70000   5.00000   3.37548
  81.68000 -80.00000   5.00000   3.37062
  81.68000 -80.30000   5.00000   3.35490
  81.68000 -80.60000   5.00000   3.35941
  81.68000 -80.90000   5.00000   3.37635
  81.68000 -81.20000   5.00000   3.35674
  81.68000 -81.50000   5.00000   3.34356
  81.68000 -81.80000   5.00000   3.37757
  81.68000 -82.10000   5.00000   3.37249
  81.68000 -82.40000   5.00000   3.32912
  81.68000 -82.70000   5.00000   3.35203
  81.68000 -83.00000   5.00000   3.39213
  81.68000 -83.30000   5.00000   3.41065
  81.68000 -83.60000   5.00000   3.36989
  81.68000 -83.90000   5.00000   3.36255
  81.68000 -84.20000   5.00000   3.36524
  81.68000 -84.50000   5.00000   3.36795
  81.68000 -84.80000   5.00000   3.38418
  83.98000 -77.00000   5.00000   3.38500
  83.98000 -77.30000   5.00000   3.38502
  83.98000 -77.60000   5.00000   3.38504
  83.98000 -77.90000   5.00000   3.38505
  83.98000 -78.20000   5.00000   3.38498
  83.98000 -78.50000   5.00000   3.38460
  83.98000 -78.80000   5.00000   3.38311
  83.98000 -79.10000   5.00000   3.37912
  83.98000 -79.40000   5.00000   3.38241
  83.98000 -79.70000   5.00000   3.37807
  83.98000 -80.00000   5.00000   3.36491
  83.98000 -80.30000   5.00000   3.38800
  83.98000 -80.60000   5.00000   3.36662
  83.98000 -80.90000   5.00000   3.35903
  83.98000 -81.20000   5.00000   3.36330
  83.98000 -81.50000   5.00000   3.33278
  83.98000 -81.80000   5.00000   3.37868
  83.98000 -82.10000   5.00000   3.40926
  83.98000 -82.40000   5.00000   3.34720
  83.98000 -82.70000   5.00000   3.37775
  83.98000 -83.00000   5.00000   3.42937
  83.98000 -83.30000   5.00000   3.41203
  83.98000 -83.60000   5.00000   3.36440
  83.98000 -83.90000   5.00000   3.36499
  83.98000 -84.20000   5.00000   3.37186
  83.98000 -84.50000   5.00000   3.37367
  83.98000 -84.80000   5.00000   3.38443
  86.28000 -77.00000   5.00000   3.38500
  86.28000 -77.30000   5.00000   3.38501
  86.28000 -77.60000   5.00000   3.38503
  86.28000 -77.90000   5.00000   3.38507
  86.28000 -78.20000   5.00000   3.38513
  86.28000 -78.50000   5.00000   3.38511
  86.28000 -78.80000   5.00000   3.38464
  86.28000 -79.10000   5.00000   3.38192
  86.28000 -79.40000   5.00000   3.38636
  86.28000 -79.70000   5.00000   3.38100
  86.28000 -80.00000   5.00000   3.33922
  86.28000 -80.30000   5.00000   3.36792
  86.28000 -80.60000   5.00000   3.37705
  86.28000 -80.90000   5.00000   3.36161
  86.28000 -81.20000   5.00000   3.35483
  86.28000 -81.50000   5.00000   3.35393
  86.28000 -81.80000   5.00000   3.41031
  86.28000 -82.10000   5.00000   3.45923
  86.28000 -82.40000   5.00000   3.40353
  86.28000 -82.70000   5.00000   3.36886
  86.28000 -83.00000   5.00000   3.38087
  86.28000 -83.30000   5.00000   3.39531
  86.28000 -83.60000   5.00000   3.38085
  86.28000 -83.90000   5.00000   3.36767
  86.28000 -84.20000   5.00000   3.37328
  86.28000 -84.50000   5.00000   3.37788
  86.28000 -84.80000   5.00000   3.38453
  88.58000 -77.00000   5.00000   3.38500
  88.58000 -77.30000   5.00000   3.38500
  88.58000 -77.60000   5.00000   3.38502
  88.58000 -77.90000   5.00000   3.38507
  88.58000 -78.20000   5.00000   3.38516
  88.58000 -78.50000   5.00000   3.38524
  88.58000 -78.80000   5.00000   3.38500
  88.58000 -79.10000   5.00000   3.38267
  88.58000 -79.40000   5.00000   3.38500
  88.58000 -79.70000   5.00000   3.36777
  88.58000 -80.00000   5.00000   3.31979
  88.58000 -80.30000   5.00000   3.36055
  88.58000 -80.60000   5.00000   3.39729
  88.58000 -80.90000   5.00000   3.39930
  88.58000 -81.20000   5.00000   3.37719
  88.58000 -81.50000   5.00000   3.37966
  88.58000 -81.80000   5.00000   3.41843
  88.58000 -82.10000   5.00000   3.45421
  88.58000 -82.40000   5.00000   3.40982
  88.58000 -82.70000   5.00000   3.36669
  88.58000 -83.00000   5.00000   3.35260
  88.58000 -83.30000   5.00000   3.39389
  88.58000 -83.60000   5.00000   3.39363
  88.58000 -83.90000   5.00000   3.36450
  88.58000 -84.20000   5.00000   3.37684
  88.58000 -84.50000   5.00000   3.38027
  88.58000 -84.80000   5.00000   3.38458
  90.88000 -77.00000   5.00000   3.38500
  90.88000 -77.30000   5.00000   3.38500
  90.88000 -77.60000   5.00000   3.38501
  90.88000 -77.90000   5.00000   3.38506
  90.88000 -78.20000   5.00000   3.38514
  90.88000 -78.50000   5.00000   3.38518
  90.88000 -78.80000   5.00000   3.38483
  90.88000 -79.10000   5.00000   3.38231
  90.88000 -79.40000   5.00000   3.38074
  90.88000 -79.70000   5.00000   3.34488
  90.88000 -80.00000   5.00000   3.32540
  90.88000 -80.30000   5.00000   3.38316
  90.88000 -80.60000   5.00000   3.40812
  90.88000 -80.90000   5.00000   3.41290
  90.88000 -81.20000   5.00000   3.39596
