101.95340000    -82.07510400
73.18979600    -80.73629800
5.00 3.165
6.00 3.170
7.00 3.195
8.00 3.215
9.00 3.230
10.00 3.255
11.00 3.290
12.00 3.320
13.00 3.340
14.00 3.360
15.00 3.380
16.00 3.395
17.00 3.410
18.00 3.430
19.00 3.445
20.00 3.465
21.00 3.480
22.00 3.495
23.00 3.515
24.00 3.535
25.00 3.555
26.00 3.580
27.00 3.615
28.00 3.645
29.00 3.680
30.00 3.700
31.00 3.715
32.00 3.730
33.00 3.745
34.00 3.760
35.00 3.775
