   1.0472910e+02  -8.3985802e+01   3.2741000e+03
   1.0195340e+02  -8.2075104e+01   3.4431000e+03
   0.0000000e+00   4.2247178e+04   4.2247178e+04
   5.0000000e-02   4.2860405e+04   4.1629547e+04
   1.0000000e-01   4.3468457e+04   4.1007240e+04
   1.5000000e-01   4.4071084e+04   4.0380450e+04
   2.0000000e-01   4.4667414e+04   3.9748371e+04
   2.5000000e-01   4.5257278e+04   3.9111621e+04
   3.0000000e-01   4.5840385e+04   3.8471517e+04
   3.5000000e-01   4.6417279e+04   3.7834064e+04
   4.0000000e-01   4.6988903e+04   3.7208519e+04
   4.5000000e-01   4.7557215e+04   3.6607867e+04
   5.0000000e-01   4.8125188e+04   3.6040202e+04
   5.5000000e-01   4.8697046e+04   3.5506074e+04
   6.0000000e-01   4.9278218e+04   3.4997760e+04
   6.5000000e-01   4.9873860e+04   3.4505330e+04
   7.0000000e-01   5.0485306e+04   3.4020429e+04
   7.5000000e-01   5.1102612e+04   3.3537199e+04
   8.0000000e-01   5.1701514e+04   3.3052936e+04
   8.5000000e-01   5.2255937e+04   3.2566445e+04
   9.0000000e-01   5.2758338e+04   3.2078771e+04
   9.5000000e-01   5.3217004e+04   3.1591573e+04
   1.0000000e+00   5.3640021e+04   3.1107837e+04
   1.0500000e+00   5.4026644e+04   3.0630233e+04
   1.1000000e+00   5.4371445e+04   3.0161599e+04
   1.1500000e+00   5.4668766e+04   2.9703664e+04
   1.2000000e+00   5.4916442e+04   2.9257738e+04
   1.2500000e+00   5.5114050e+04   2.8824053e+04
   1.3000000e+00   5.5264960e+04   2.8402598e+04
   1.3500000e+00   5.5384537e+04   2.7992739e+04
   1.4000000e+00   5.5530265e+04   2.7593909e+04
   1.4500000e+00   5.5793122e+04   2.7205234e+04
   1.5000000e+00   5.6146516e+04   2.6826060e+04
   1.5500000e+00   5.6469278e+04   2.6455530e+04
   1.6000000e+00   5.6713484e+04   2.6093059e+04
   1.6500000e+00   5.6882630e+04   2.5737860e+04
   1.7000000e+00   5.6986538e+04   2.5389499e+04
   1.7500000e+00   5.7031895e+04   2.5047375e+04
   1.8000000e+00   5.7023361e+04   2.4711492e+04
   1.8500000e+00   5.6964950e+04   2.4381914e+04
   1.9000000e+00   5.6860601e+04   2.4059850e+04
   1.9500000e+00   5.6713875e+04   2.3746970e+04
   2.0000000e+00   5.6527803e+04   2.3446473e+04
   2.0500000e+00   5.6304578e+04   2.3161633e+04
   2.1000000e+00   5.6045761e+04   2.2896048e+04
   2.1500000e+00   5.5752193e+04   2.2651555e+04
   2.2000000e+00   5.5424357e+04   2.2428620e+04
   2.2500000e+00   5.5062282e+04   2.2225707e+04
   2.3000000e+00   5.4665880e+04   2.2040665e+04
   2.3500000e+00   5.4234781e+04   2.1870995e+04
   2.4000000e+00   5.3768642e+04   2.1714676e+04
   2.4500000e+00   5.3266932e+04   2.1570100e+04
   2.5000000e+00   5.2729232e+04   2.1436195e+04
   2.5500000e+00   5.2155012e+04   2.1312234e+04
   2.6000000e+00   5.1543941e+04   2.1197786e+04
   2.6500000e+00   5.0895668e+04   2.1092582e+04
   2.7000000e+00   5.0210136e+04   2.0996482e+04
   2.7500000e+00   4.9487333e+04   2.0909394e+04
   2.8000000e+00   4.8727513e+04   2.0831283e+04
   2.8500000e+00   4.7930823e+04   2.0762090e+04
   2.9000000e+00   4.7097290e+04   2.0701781e+04
   2.9500000e+00   4.6226364e+04   2.0650253e+04
   3.0000000e+00   4.5316863e+04   2.0607407e+04
   3.0500000e+00   4.4366940e+04   2.0573032e+04
   3.1000000e+00   4.3374472e+04   2.0546910e+04
   3.1500000e+00   4.2337629e+04   2.0528681e+04
   3.2000000e+00   4.1255258e+04   2.0517982e+04
   3.2500000e+00   4.0127158e+04   2.0514305e+04
   3.3000000e+00   3.8953843e+04   2.0517172e+04
   3.3500000e+00   3.7736375e+04   2.0525982e+04
   3.4000000e+00   3.6475966e+04   2.0540226e+04
   3.4500000e+00   3.5173845e+04   2.0559306e+04
   3.5000000e+00   3.3831067e+04   2.0582762e+04
   3.5500000e+00   3.2448521e+04   2.0610060e+04
   3.6000000e+00   3.1026889e+04   2.0640819e+04
   3.6500000e+00   2.9566710e+04   2.0674564e+04
   3.7000000e+00   2.8068395e+04   2.0710958e+04
   3.7500000e+00   2.6532283e+04   2.0749543e+04
   3.8000000e+00   2.4958659e+04   2.0789976e+04
   3.8500000e+00   2.3347798e+04   2.0831769e+04
   3.9000000e+00   2.1699982e+04   2.0874536e+04
   3.9500000e+00   2.0015522e+04   2.0917735e+04
   4.0000000e+00   1.8294779e+04   2.0960933e+04
   4.0500000e+00   1.6538180e+04   2.1003538e+04
   4.1000000e+00   1.4746237e+04   2.1045091e+04
   4.1500000e+00   1.2919570e+04   2.1085013e+04
   4.2000000e+00   1.1058914e+04   2.1122939e+04
   4.2500000e+00   9.1651587e+03   2.1158525e+04
   4.3000000e+00   7.2393675e+03   2.1191904e+04
   4.3500000e+00   5.2828865e+03   2.1223653e+04
   4.4000000e+00   3.2975722e+03   2.1255471e+04
   4.4500000e+00   1.2841331e+03   2.1290243e+04
   4.5000000e+00  -7.8521257e+02   2.1332433e+04
   4.5500000e+00  -2.9138772e+03   2.1386920e+04
   4.6000000e+00  -5.0912877e+03   2.1457416e+04
   4.6500000e+00  -7.3357270e+03   2.1543860e+04
   4.7000000e+00  -9.6091527e+03   2.1642361e+04
   4.7500000e+00  -1.1886610e+04   2.1746553e+04
   4.8000000e+00  -1.4173351e+04   2.1850568e+04
   4.8500000e+00  -1.6472070e+04   2.1950070e+04
   4.9000000e+00  -1.8782600e+04   2.2042775e+04
   4.9500000e+00  -2.1103721e+04   2.2127685e+04
   5.0000000e+00  -2.3433802e+04   2.2204760e+04
   5.0500000e+00  -2.5771016e+04   2.2274431e+04
   5.1000000e+00  -2.8113464e+04   2.2337400e+04
   5.1500000e+00  -3.0459171e+04   2.2394654e+04
   5.2000000e+00  -3.2806170e+04   2.2447227e+04
   5.2500000e+00  -3.5152450e+04   2.2496534e+04
   5.3000000e+00  -3.7496066e+04   2.2543874e+04
   5.3500000e+00  -3.9835052e+04   2.2590846e+04
   5.4000000e+00  -4.2167583e+04   2.2638161e+04
   5.4500000e+00  -4.4491874e+04   2.2685334e+04
   5.5000000e+00  -4.6806403e+04   2.2727734e+04
   5.5500000e+00  -4.9109832e+04   2.2754993e+04
   5.6000000e+00  -5.1401350e+04   2.2752740e+04
   5.6500000e+00  -5.3680658e+04   2.2716288e+04
   5.7000000e+00  -5.5948558e+04   2.2661804e+04
   5.7500000e+00  -5.8207059e+04   2.2609609e+04
   5.8000000e+00  -6.0460185e+04   2.2569121e+04
   5.8500000e+00  -6.2713541e+04   2.2538427e+04
   5.9000000e+00  -6.4973246e+04   2.2513346e+04
   5.9500000e+00  -6.7240446e+04   2.2489019e+04
   6.0000000e+00  -6.9504795e+04   2.2462490e+04
   6.0500000e+00  -7.1742021e+04   2.2431107e+04
   6.1000000e+00  -7.3925738e+04   2.2393671e+04
   6.1500000e+00  -7.6040031e+04   2.2348935e+04
   6.2000000e+00  -7.8081917e+04   2.2296580e+04
   6.2500000e+00  -8.0054614e+04   2.2235969e+04
   6.3000000e+00  -8.1962439e+04   2.2167050e+04
   6.3500000e+00  -8.3808043e+04   2.2089253e+04
   6.4000000e+00  -8.5592008e+04   2.2002418e+04
   6.4500000e+00  -8.7312446e+04   2.1905780e+04
   6.5000000e+00  -8.8965168e+04   2.1799026e+04
   6.5500000e+00  -9.0543808e+04   2.1681302e+04
   6.6000000e+00  -9.2041031e+04   2.1552383e+04
   6.6500000e+00  -9.3450882e+04   2.1411623e+04
   6.7000000e+00  -9.4771474e+04   2.1259121e+04
   6.7500000e+00  -9.6006294e+04   2.1094594e+04
   6.8000000e+00  -9.7162503e+04   2.0918488e+04
   6.8500000e+00  -9.8247731e+04   2.0730831e+04
   6.9000000e+00  -9.9267852e+04   2.0532277e+04
   6.9500000e+00  -1.0022585e+05   2.0323037e+04
   7.0000000e+00  -1.0112295e+05   2.0103834e+04
   7.0500000e+00  -1.0195855e+05   1.9874961e+04
   7.1000000e+00  -1.0273206e+05   1.9637131e+04
   7.1500000e+00  -1.0344198e+05   1.9390670e+04
   7.2000000e+00  -1.0408784e+05   1.9136258e+04
   7.2500000e+00  -1.0466850e+05   1.8874244e+04
   7.3000000e+00  -1.0518423e+05   1.8605290e+04
   7.3500000e+00  -1.0563456e+05   1.8329782e+04
   7.4000000e+00  -1.0602053e+05   1.8048401e+04
   7.4500000e+00  -1.0634211e+05   1.7761614e+04
   7.5000000e+00  -1.0660062e+05   1.7470205e+04
   7.5500000e+00  -1.0679566e+05   1.7174831e+04
   7.6000000e+00  -1.0692785e+05   1.6876560e+04
   7.6500000e+00  -1.0699540e+05   1.6576495e+04
   7.7000000e+00  -1.0699741e+05   1.6276399e+04
   7.7500000e+00  -1.0693047e+05   1.5978310e+04
   7.8000000e+00  -1.0679254e+05   1.5685026e+04
   7.8500000e+00  -1.0657950e+05   1.5398598e+04
   7.9000000e+00  -1.0628943e+05   1.5118124e+04
   7.9500000e+00  -1.0591874e+05   1.4835189e+04
   8.0000000e+00  -1.0546670e+05   1.4536619e+04
   8.0500000e+00  -1.0493114e+05   1.4214512e+04
   8.1000000e+00  -1.0431353e+05   1.3871000e+04
   8.1500000e+00  -1.0361465e+05   1.3512163e+04
   8.2000000e+00  -1.0284099e+05   1.3143154e+04
   8.2500000e+00  -1.0200068e+05   1.2767219e+04
   8.3000000e+00  -1.0111048e+05   1.2386265e+04
   8.3500000e+00  -1.0018843e+05   1.2001438e+04
   8.4000000e+00  -9.9254246e+04   1.1613508e+04
   8.4500000e+00  -9.8316742e+04   1.1223008e+04
   8.5000000e+00  -9.7376322e+04   1.0830390e+04
   8.5500000e+00  -9.6424692e+04   1.0435969e+04
   8.6000000e+00  -9.5453914e+04   1.0040093e+04
   8.6500000e+00  -9.4457168e+04   9.6430055e+03
   8.7000000e+00  -9.3431434e+04   9.2450331e+03
   8.7500000e+00  -9.2375259e+04   8.8460438e+03
   8.8000000e+00  -9.1289330e+04   8.4435692e+03
   8.8500000e+00  -9.0174624e+04   8.0256252e+03
   8.9000000e+00  -8.9033150e+04   7.5734136e+03
   8.9500000e+00  -8.7866663e+04   7.1003258e+03
   9.0000000e+00  -8.6677560e+04   6.6301193e+03
   9.0500000e+00  -8.5467854e+04   6.1660621e+03
   9.1000000e+00  -8.4240085e+04   5.7080442e+03
   9.1500000e+00  -8.2996407e+04   5.2589918e+03
   9.2000000e+00  -8.1739453e+04   4.8184390e+03
   9.2500000e+00  -8.0471484e+04   4.3789324e+03
   9.3000000e+00  -7.9195181e+04   3.9339038e+03
   9.3500000e+00  -7.7912822e+04   3.4806825e+03
   9.4000000e+00  -7.6627014e+04   3.0187378e+03
   9.4500000e+00  -7.5339865e+04   2.5480362e+03
   9.5000000e+00  -7.4053693e+04   2.0685955e+03
   9.5500000e+00  -7.2770187e+04   1.5803219e+03
   9.6000000e+00  -7.1491160e+04   1.0830567e+03
   9.6500000e+00  -7.0217704e+04   5.7656852e+02
   9.7000000e+00  -6.8951030e+04   6.0604370e+01
